Customer_ID,Street,City,State_Code,Postal_Code,Country,Seasonality_Segment,EA_Segment,Revenue_Bucket,Profit_Bucket,Market_Share_Segment,Casino_Size_Segment,Market_Potential_Segment,Churn_Segment,Competitiveness_Flag,Volume_Segment,Density_Segment,Propensity
Accoount 192,3227 CIVIC CENTER DR.,N. LAS VEGAS,NV,89030,USA,Highly Seasonal,None,L,H,M,L,M,Encouraging,Yes,High,High,M
Accoount 193,HIGHWAY 85 SOUTH,DEADWOOD,SD,57732,USA,,,L,H,H,L,L,None,Yes,Medium,High,M
Accoount 194,84-245 INDIO SPRINGS DR.,INDIO,CA,92203,USA,Potentially Seasonal,,M,H,M,H,VH,Minimal Change,Yes,High,High,M
Accoount 195,360 MAIN STREET,DEADWOOD,SD,57732,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,Medium,High,M
Accoount 196,310 4TH STREET,NIAGARA FALLS,NY,14303,USA,Highly Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,-,Medium,High,H
Accoount 197,777 SENECA ALLEGANY BOULEVARD,SALAMANCA,NY,14779,USA,Potentially Seasonal,,M,H,M,M,H,Minimal Change,Yes,Low,,M
Accoount 198,484 MCPHILLIPS ST,WINNIPEG,MB,R2X 2H2,CAN,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,Low,Medium,M
Accoount 199,6 RETAIL RD.,DAYTON,NV,89403,USA,,None,L,H,M,L,M,Minimal Change,-,Medium,Medium,-
Accoount 200,"I-80, EXIT 173, WEST WINNEMMUCA BOULEVARD",WINNEMUCCA,NV,89445,USA,Potentially Seasonal,Late Adopter,L,H,L,L,M,Minimal Change,-,Low,Medium,M
Accoount 201,21 CASINO DR.,MONCTON,NB,E1G 0R7,CAN,,Early Adopter,L,H,M,L,M,Minimal Change,Yes,Low,High,M
Accoount 202,5304 N BROADWAY,HINTON,OK,73047,USA,Non Seasonal,Trend Follower,M,H,M,L,M,Minimal Change,-,Medium,High,M
Accoount 203,500 NW 32ND ST,NEWCASTLE,WI,73065,USA,,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 204,237 N VIRGINIA ST,RENO,NV,89501,USA,,None,L,H,L,L,M,None,Yes,High,High,-
Accoount 205,1400 CRAWFORD DR,PETERBOROUGH,ON,K9J 6X6,CAN,Potentially Seasonal,Trend Follower,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 206,2511 ANTHEM VILLAGE DRIVE,HENDERSON,NV,89052,USA,Potentially Seasonal,None,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 207,5984 DARRK LANE,BOW,WA,98232,USA,,None,None,None,L,M,H,None,Yes,Low,,-
Accoount 208,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 209,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 210,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 211,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 212,12901 NORTH HIGHWAY 77,NEWKIRK,OK,74647,USA,Potentially Seasonal,Trend Follower,L,H,None,None,None,Minimal Change,-,Medium,Medium,L
Accoount 213,14300 W STATE ROUTE 2,AIRWAY HEIGHTS,WA,99001,USA,,None,None,None,L,L,M,None,Yes,Medium,High,L
Accoount 214,900 N MICHIGAN AVE 1600,CHICAGO,IL,60611,USA,None,None,None,None,M,M,H,None,Yes,High,Medium,-
Accoount 215,1983 UPPER WATER STREET,HALIFAX,NS,B3J 3Y5,CAN,,None,L,H,M,L,M,Minimal Change,-,Low,High,M
Accoount 216,109 S RAINBOW,LAS VEGAS,NV,89109,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 217,"4451 E SUNSET ROAD, SUITE 1",HENDERSON,NV,89014,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 218,PO BOX 025545,MIAMI,FL,33102,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 219,2839 W SAHARA AVE,LAS VEGAS,NV,89102,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 220,1250 HALSTON AVE,KAMLOOPS,BC,V2B 7L3,CAN,,None,L,H,M,L,M,Minimal Change,-,Medium,High,-
Accoount 221,3131 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 222,3655 NW 87TH AVE,MIAMI,FL,33178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 223,777 WILD ROSE DR.,CLINTON,IA,52732,USA,Potentially Seasonal,Late Adopter,L,H,M,L,M,Minimal Change,-,Low,,M
Accoount 224,100 NORTH HAYFORD ROAD,AIRWAY HEIGHTS,WA,99001,USA,,None,None,None,L,H,VH,None,Yes,Medium,High,L
Accoount 225,1544 OKLAHOMA AVE # 9,NORMAN,OK,73071,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,-,Low,,-
Accoount 226,4040 BLACKFOOT TRAIL SE,CALGARY,AB,T2G 4E6,CAN,,,L,H,H,L,L,Minimal Change,Yes,High,Medium,M
Accoount 227,1880 SASKATCHEWAN DRIVE,REGINA,SK,S4P 0B2,CAN,,None,None,None,None,None,None,None,-,Low,Medium,-
Accoount 228,6672 SPENCER ST STE 300,LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 229,"PALMAS DEL MAR, 500 ALHAMBRA GRANADA BVLD.",CAGUAS,PR,00725,USA,,None,L,L,None,None,None,Minimal Change,-,-,-,-
Accoount 230,"923 NORTH ROBINSON AVE., SUITE 200",OKLAHOMA CITY,OK,73102,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 231,"TORRE FINANCIAL CENTER, EDIFICIO TOWERBANK, CALLE 50 Y ELVIRA",APARTADO,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 232,1940 NORTH MONROE ST.,TALLAHASSEE,FL,32399,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 233,4643 ARICENTER CIRCLE,RENO,NV,89502,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 234,"HOTEL MUNDO DREAMAS, MAGALLANES 131",COYHAIQUE,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 235,"BOCAGRANDE, CARRERA 2DA #8-20",CARTAGENA,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 236,VICUNA MACKENNA 370 LOCAL 2,OVALLE,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 237,AVENIDA ANGAMOS 1455,ANTOFAGASTA,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 238,NOBELSTRAAT 10 14,GA OOSTRUM,,05807,NLD,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 239,500 SW 177TH AVE,MIAMI,FL,33194,USA,Potentially Seasonal,Early Adopter,L,L,None,None,None,Concerning,Yes,High,High,M
Accoount 240,"AV ALFONSO UGARTE 2PSO A, NRO 1320",BRENA LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 241,CALLE LIMA #351,ICA PERUANO,,51,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 242,"275 E HILLCREST DRIVE, SUITE 160-21",THOUSAND OAKS,CA,91360,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 243,541 10TH ST NW STE 269,ATLANTA,GA,30318,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 244,120 MAIN ST,CENTRAL CITY,CO,80427,USA,,None,L,H,H,L,L,Minimal Change,Yes,High,Medium,-
Accoount 245,125 GREGORY ST,BLACK HAWK,CO,80422,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,Medium,M
Accoount 246,AB-43,WHITECOURT,AB,T7S 1N3,CAN,,Early Adopter,L,H,M,L,M,Minimal Change,Yes,High,Medium,M
Accoount 247,235 NW 24TH STREET,NEWCASTLE,OK,73065,USA,Highly Seasonal,None,L,H,None,None,None,Minimal Change,-,Medium,High,-
Accoount 248,"6961 AVE. LOS GOBERNADORES, ISLA VERDE",CAROLINA,PR,00979,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 249,356120 926 ROAD,STROUD,OK,74079,USA,Potentially Seasonal,None,L,H,None,None,None,Minimal Change,-,Medium,High,L
Accoount 250,"LA CHORRERA, CORREGIMIENTO BARRIO BALBOA
AV LAS AMERICAS EDIFICIO, HOTEL BOBORAS",PANAMA OESTE,,00507,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 251,10777 NORTHFIELD ROAD,Northfield,OH,44067,USA,Highly Seasonal,Early Adopter,M,H,M,H,VH,Minimal Change,-,Medium,,H
Accoount 252,10204 104 AVENUE NORTHWEST,Edmonton,AB,T5J 4Y8,CAN,,None,None,None,M,L,M,None,Yes,High,Medium,M
Accoount 253,4900 ANDERSON WAY,VERNON,BC,V1T 9V2,CAN,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 254,"5555 East Van Buren Street
Ste 215",Phoenix,AZ,85008,USA,None,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 255,2690 Worth Road,Standish,MI,48658,USA,Potentially Seasonal,Early Adopter,M,H,None,None,None,Minimal Change,-,-,-,M
Accoount 256,700 SW Harrison Suite 500,Topeka,KS,66603,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 257,"3655 Northwest 87th Avenue,",Doral,FL,33178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 258,7665 Corporate Center Drive,Miami,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 259,10620 S EASTERN AVE,HENDERSON,NV,89052,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 260,560 Main Street,Deadwood,SD,57732,USA,,None,L,H,None,None,None,Minimal Change,Yes,Medium,High,M
Accoount 261,6060 W TROPICANA AVE,LAS VEGAS,NV,89103,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,L
Accoount 262,6450 SKY POINTE DR,LAS VEGAS,NV,89131,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 263,770 KEYSTONE AVE,RENO,NV,89503,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 264,342 JEFFERSON ST,SARATOGA SPRINGS,NY,12866,USA,,None,None,None,None,None,None,None,Yes,Medium,,-
Accoount 265,921 N BUFFALO DR,LAS VEGAS,NV,89128,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 266,1 Emma Plein,Philipsburg,,None,SXM,,None,None,None,None,None,None,None,-,-,-,L
Accoount 267,4280 S HUALAPAI WAY,LAS VEGAS,NV,89147,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 268,3425 VOLUNTEER BLVD,HENDERSON,NV,89044,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 269,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 270,6374 W LAKE MEAD BLVD,LAS VEGAS,NV,89108,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 271,8603 W SAHARA AVE,LAS VEGAS,NV,89117,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 272,315 N HIGHWAY 190,COVINGTON,LA,70433,USA,,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 273,1357 US HIGHWAY 395 N,GARDNERVILLE,NV,89410,USA,None,None,None,None,None,None,None,None,Yes,Medium,Medium,-
Accoount 274,41 W MAIN ST,FERNLEY,NV,89408,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 275,3650 W SAHARA AVE,LAS VEGAS,NV,89102,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 276,6075 SPRING MOUNTAIN RD,LAS VEGAS,NV,89146,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 277,1420 PASEO VERDE PKWY,HENDERSON,NV,89012,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 278,700 GRAND AVE,ONAMIA,MN,56359,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 279,190 Carampangue,Valdivia,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 280,L777 HOLLYWOOD BOULEVARD,LAWRENCEBURG,IN,47025,USA,,Early Adopter,L,M,M,M,H,Minimal Change,Yes,High,Low,H
Accoount 281,377 RIVERSIDE DRIVE EAST,WINDSOR,ON,N9A 7H7,CAN,Potentially Seasonal,Early Adopter,M,H,None,None,None,Minimal Change,Yes,High,High,H
Accoount 282,777 HIGHWAY 260,PINETOP,AZ,85935,USA,,None,L,H,M,H,VH,Minimal Change,-,Low,,-
Accoount 283,600 E. FREMONT STREET,LAS VEGAS,NV,89101,USA,Potentially Seasonal,Trend Follower,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 284,345 N. ARLINGTON,RENO,NV,89501,USA,,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 285,10438 WEKOPA WAY,FORT MCDOWELL,AZ,85264,USA,Non Seasonal,Early Adopter,L,H,L,M,H,Minimal Change,Yes,High,Low,M
Accoount 286,S3214A HIGHWAY 12,BARABOO,WI,53913,USA,Potentially Seasonal,Early Adopter,H,H,M,M,H,Minimal Change,Yes,Low,,H
Accoount 287,233 EAST BENNETT AVENUE,CRIPPLE CREEK,CO,80813,USA,,None,L,H,M,M,H,Concerning,-,Medium,Medium,-
Accoount 288,101 GREGORY STREET,BLACK HAWK,CO,80422,USA,Potentially Seasonal,None,L,H,H,L,L,Minimal Change,Yes,High,Medium,-
Accoount 289,777 BLUE CHIP DR.,MICHIGAN CITY,IN,46360,USA,Highly Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,Low,,H
Accoount 290,17225 JERSEY AVE,LEMOORE,CA,93245,USA,Potentially Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,-,Medium,,M
Accoount 291,5630 WEST US HIGHWAY 2,MANISTIQUE,MI,49854,USA,,None,L,H,L,L,M,Minimal Change,-,Low,,-
Accoount 292,4575 BOULDER HWY.,LAS VEGAS,NV,89121,USA,Potentially Seasonal,Trend Follower,M,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 293,16449 MICHIGAN AVE,BARAGA,MI,49908,USA,,,M,H,M,L,M,Minimal Change,Yes,Low,,M
Accoount 294,5870 HOMESTEAD ROAD,PAHRUMP,NV,89048,USA,,,L,H,M,L,M,Minimal Change,-,Low,Medium,M
Accoount 295,16929 CHICKEN RANCH ROAD,JAMESTOWN,CA,95327,USA,Non Seasonal,Trend Follower,L,H,H,L,L,Minimal Change,-,Low,,M
Accoount 296,1979 US HWY 395 S,GARDNERVILLE,NV,89410,USA,Potentially Seasonal,None,L,H,L,L,M,Minimal Change,Yes,Medium,Medium,M
Accoount 297,10 MEMORIAL BOULEVARD,PROVIDENCE,RI,02093,USA,Potentially Seasonal,,L,H,None,None,None,None,Yes,Medium,High,-
Accoount 298,777 MAIN STREET,EMMETSBURG,IA,50536,USA,Potentially Seasonal,None,L,H,L,L,M,Minimal Change,-,Low,,M
Accoount 299,2050 IDAHO ST.,ELKO,NV,89801,USA,Potentially Seasonal,None,L,H,H,L,L,Minimal Change,-,High,High,-
Accoount 300,"2551 ANTHEM VILLAGE DR, BLDG E",HENDERSON,NV,89052,USA,None,None,None,None,L,L,M,None,Yes,High,High,-
Accoount 301,900 N MICHIGAN AVE STE 1600,CHICAGO,IL,60611,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 302,"6720 VIA AUSTI PKWY, SUITE 400",LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 303,555 REXDALE BLVD,TORONTO,ON,M9W 5L1,CAN,,Late Adopter,M,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 304,967 HWY 5 RR #6,DUNDAS,ON,L9H 5E2,CAN,Potentially Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 305,9430 GUELPH LINE,MILTON,ON,L0P 1B0,CAN,Highly Seasonal,None,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 306,3655 NW 87TH AVE,MIAMI,FL,33178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 307,4600 E SUNSET RD,HENDERSON,NV,89014,USA,,None,L,H,None,None,None,None,Yes,High,High,L
Accoount 308,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 309,"OF LAKE TRAVERSE RESERVATION, PO BOX 509, 12554 BIA HWY 711",AGENCY VILLAGE,SD,57262,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 310,230 SOUTH COUNTY ROAD,SOUTH COFFEYVILLE,OK,74072,USA,,Late Adopter,L,H,H,L,L,Minimal Change,-,Low,,-
Accoount 311,310 4TH STREET,NIAGARA,NY,14303,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 312,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 313,4331 DOMINION ST,BURNABY,BC,V5G 1C7,CAN,Potentially Seasonal,,M,H,M,M,H,Minimal Change,-,Medium,High,M
Accoount 314,13603 US HIGHWAY 64,DULCE,NM,87528,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 315,7645 N. HWY 81,DUNCAN,OK,73533,USA,Potentially Seasonal,,L,H,M,L,M,Minimal Change,-,Low,,-
Accoount 316,6301 E 10TH AVE STE 160,HIALEAH,FL,33013,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 317,46200 HARRISON PLACE,COACHELLA,CA,92236,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 318,5401 DINAH SHORE DRIVE,PALM SPRINGS,CA,92264,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 319,1000 SANDHILL RD.,RENO,NV,89521,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 320,585 TRADE CENTER DR.,LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 321,226 GRACE BAY ROAD,PROVIDENCIALES,,None,TCA,,None,None,None,None,None,None,None,-,-,-,-
Accoount 322,"RUTA 10, PARADA 48, AV. JAUREGUIBERRY, Y ANTE MILAT",MALDONADO,,20001,URY,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 323,"PLAZA RESORT BONAIRE, JULIO A. ABRAHAM BOULEVARD 80","KRALENDIJK, BONAIRE",,None,NLD,,None,None,None,None,None,None,None,-,-,-,-
Accoount 324,BALMACEDA INTERIOR N 2680,CALAMA,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 325,1291 WELL STREET,BILLINGS,MT,59101,USA,None,None,None,None,None,None,None,None,-,Medium,Low,-
Accoount 326,"SALAMANCE SQUARE, 9G ALBERT EMBANKMENT",LONDON,,None,DEU,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 327,CALLE 17 NO. 7-78 INTERLANKEN,"IBAGUE, TOLIMA CL",,7652000,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 328,PO BOX 9023960,SAN JUAN,PR,00902,USA,,None,L,L,None,None,None,Minimal Change,-,-,-,-
Accoount 329,1572 SHORE ROAD,NAPERVILLE,IL,60563,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 330,CRA 7 #180-75 MOD 3 BOD 15,BOGOTA,,01008,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 331,"CASINO PARADISUS PUNTA CANA, PLAYAS DE BAVARO, HIGUEY REPUBLICA DOMINICANA","HIGUEY, BAVARO PUNTA CANA",,23000,DOM,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 332,"CASINO PALMA REAL, PLAYAS DE BAVARO, HIGUEY REPUBLICA DOMINICANA","HIGUEY, BAVARO PUNTA CANA",,23000,DOM,,None,None,None,None,None,None,None,-,-,-,-
Accoount 333,301 FREMONT STREET,LAS VEGAS,NV,89101,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 334,5465 MILLS CIVIC PKWY 400,WEST DES MOINES,IA,50266,USA,None,None,None,None,None,None,None,None,-,Medium,,-
Accoount 335,"AV SIETE 229, URB RINCONADA BALA",LA MOLINA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 336,200 EAST BENNETT AVENUE,CRIPPLE CREEK,CO,80813,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,-,Medium,Medium,M
Accoount 337,6301 E 10TH AVE STE 160,Hialeah,FL,33013,USA,,None,None,None,None,None,None,None,Yes,High,High,M
Accoount 338,9580 WEST FLAMINGO ROAD,Las Vegas,NV,89147,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 339,82 L.G. SMITH BOULEVARD,Oranjestad,,None,ABW,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 340,750 East Pilot Road,Las Vegas,NV,89119,USA,,,None,None,None,None,None,Minimal Change,Yes,High,High,-
Accoount 341,"452 Lakeshore Parkway, Suite 210",Rock Hill,SC,29730,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 342,Zenway Blvld,Frigate Bay,,None,KNA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 343,"Centro Comercial Plaza Italia, Chorrera",Panama,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 344,"1900 Rossie Lee Drive, Suite 4000",Bossier City,LA,71112,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 345,10347 North 2274 Road,Clinton,OK,73601,USA,None,None,None,None,None,None,None,None,-,Low,High,-
Accoount 346,149 Chahta Trails,Dry Prong,LA,71423,USA,Highly Seasonal,Trend Follower,L,L,None,None,None,Minimal Change,-,Low,,-
Accoount 347,"Cacique Centro Comercial , Local 408.",Bucaramanga,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 348,Loreto Jr. Napo 150,Loreto,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 349,777 East 3rd Street,Caruthersville,MO,63830,USA,Non Seasonal,None,L,H,H,L,L,Minimal Change,-,Low,,M
Accoount 350,199 E. Warm Springs Rd.,Las Vegas,NV,89119,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 351,"221 N LASALLE STREET, 38th Floor",Chicago,IL,60601,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 352,3195 N RAINBOW BLVD,LAS VEGAS,NV,89108,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 353,102 W MAIN ST,BEATTY,NV,89003,USA,,None,L,H,None,None,None,None,-,Low,Medium,-
Accoount 354,10076 W SAHARA AVE,LAS VEGAS,NV,89117,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 355,505 HIGHWAY 59 N,HEAVENER,OK,74937,USA,Potentially Seasonal,None,None,None,H,L,L,Encouraging,-,Low,Medium,-
Accoount 356,539 RIDGEMOOR DR,WILLOWBROOK,IL,60527,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 357,5105 SUMMIT RIDGE CT,RENO,NV,89523,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 358,855 E MAIN ST,FERNLEY,NV,89408,USA,,None,L,H,None,None,None,None,-,Medium,Medium,-
Accoount 359,538 KINGS MOUNTAIN BLVD,KINGS MOUNTAIN,NC,28086,USA,Non Seasonal,Early Adopter,L,H,None,None,None,Minimal Change,-,-,-,M
Accoount 360,CR 5 7 20 PARQUE SANTANDER,NEIVA,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 361,7610 Oso Blanca Road,Las Vegas,NV,89149,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 362,Avenida las Condes 11700 of 701 Torre A,Santiago,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 363,44a Queen Cross Street,Christiansted,,00820,VGB,None,None,None,None,None,None,None,None,-,-,-,M
Accoount 364,"2475 SCOTTSVILLE RD
SUITES 101 & 102",BOWLING GREEN,KY,42104,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 365,1631 Cal Edison Drive Suite A-6,Laughlin,NV,89029,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 366,1310 SCHEELS DR,SPARKS,NV,89434,USA,,None,None,None,None,None,None,None,Yes,High,High,M
Accoount 367,205 N MCCARRAN BLVD,SPARKS,NV,89431,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 368,2111 West Williams Avenue,Fallon,NV,89406,USA,None,None,None,None,None,None,None,None,Yes,Low,Medium,-
Accoount 369,Avenida Máximo Gómez Esq. 27 Correa Y Cidron,Santo Domingo,,None,DOM,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 370,88 LYONS CRT,WASAGA BEACH,ON,L9Z 1V1,CAN,None,None,None,None,None,None,None,None,Yes,High,High,M
Accoount 371,13124 FAIRVIEW RD,WAYNESVILLE,IL,61778,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 372,777 NW ARGOSY PARKWAY,RIVERSIDE,MO,64150,USA,Highly Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,High,Low,H
Accoount 373,14 STATE ROUTE 28,CRYSTAL BAY,NV,89402,USA,,None,L,H,L,L,M,Minimal Change,Yes,High,High,-
Accoount 374,875 W. WILLIAMS AVE.,FALLON,NV,89406,USA,,None,L,H,M,L,M,Minimal Change,Yes,Low,Medium,M
Accoount 375,1200 FINANCIAL BLVD STE 101,RENO,NV,89502,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 376,3667 LAS VEGAS BLVD. SOUTH,LAS VEGAS,NV,89109,USA,Highly Seasonal,,M,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 377,33995 THREE MILE ROAD,HESSEL,MI,49745,USA,,None,L,H,L,L,M,Minimal Change,Yes,Medium,Medium,-
Accoount 378,755 HIGHWAY 50 EAST.,DAYTON,NV,89403,USA,Potentially Seasonal,Late Adopter,L,H,M,L,M,Minimal Change,-,Medium,Medium,M
Accoount 379,633 MAIN STREET,DEADWOOD,SD,57732,USA,None,None,None,None,None,None,None,None,Yes,Medium,High,-
Accoount 380,8000 E TEXAS ST,BOSSIER CITY,LA,71111,USA,,None,L,H,M,M,H,Minimal Change,-,High,Medium,M
Accoount 381,69300 EAST NEE ROAD,QUAPAW,OK,74363,USA,Non Seasonal,Early Adopter,H,H,H,H,H,Minimal Change,-,Medium,Medium,M
Accoount 382,198131 OKLAHOMA 36,DEVOL,OK,73531,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 383,521 MAIN STREET,NATCHEZ,MS,39120,USA,,None,L,H,None,None,None,Minimal Change,-,Low,,-
Accoount 384,1901 NORTH WOOD DRIVE,OKMULGEE,OK,74447,USA,Highly Seasonal,Early Adopter,L,H,H,L,L,Minimal Change,-,Medium,High,M
Accoount 385,5857 ROUTE 96,FARMINGTON,NY,14425,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 386,380 BELL BLVD,BELLEVILLE,ON,K8P 5H8,CAN,,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
